https://sh.lianjia.com/ershoufang/107000488257.html, 风度国际 2室2厅 880万, 74684元,  117.83平米 , 880万元
https://sh.lianjia.com/ershoufang/107000149995.html, 天山河畔花园 3室2厅 1150万, 81221元,  141.59平米 , 1150万元
https://sh.lianjia.com/ershoufang/107002039901.html, 汇翠花园 3室2厅 1560万, 87533元,  178.22平米 , 1560万元
